"","VisitNo","SampleID_key","SampleID","StartTime","EndTime","Duration","LatitudeStart","LatitudeEnd","LongitudeStart","LongitudeEnd","DepthOfWater","NetMeterStart","NetMeterEnd","TowDirection","SeineCode","SeineDeploymentType","LengthOfTrawl","Width","PercentOpen","GearTypeAbbreviation","effort","Location","Date","Comments"
"192",6416,10956,"LAMOPE07-WING-27APR2022","13:43","",NA,38.21815,NA,122.032644,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Wings Landing","2022-04-27"," gps #6 accuracy 3m"
"193",7138,12136,"LAMOPE07-WTIB-15DEC2022","14:35","",NA,38.094323,NA,121.585876,NA,5.4,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Webb Tract Islands and Berms","2022-12-15"," gps 5 accuracy 2m; paired n; code 2 - depth. dominant vegetation in net: egeria"
"194",7223,12225,"LAMOPE07-WTIB-30NOV2022","15:09","",NA,38.096435,NA,121.589317,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Webb Tract Islands and Berms","2022-11-30"," gps 5; accuracy 2m. not paired; dominant vegetation in net: hyacinth; egeden; myrspi"
"195",7154,12155,"LAMOPE08-ARNO-21DEC2022","11:59","",NA,38.175738,NA,121.903442,NA,1.5,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",159.12201242824,"Arnold Slough","2022-12-21"," gps 5; accuracy 3m. not paired. dominant vegetation in net: filalg. lots of filalg at mouth of cod end that took about 10 seconds to clear and pull out of water."
"196",7210,12212,"LAMOPE08-ARNO-22NOV2022","12:59","",NA,38.182005,NA,121.90175,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Arnold Slough","2022-11-22"," gps 5; accuracy 3m. not paired. dominant vegetation in net: filalg; ulva spp. ; not really any current. kilspp - uncertain if mosqui or killifish but looks more like killspp"
"197",6703,11542,"LAMOPE08-BROA-18MAY2022","11:17","",NA,38.03479,NA,121.840605,NA,3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",288.23269931296,"Broad Slough","2022-05-18"," gps 6 accuracy 3m"
"198",7109,12108,"LAMOPE08-BROW-05DEC2022","12:26","",NA,38.039669,NA,121.855788,NA,1.8,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",188.011143848666,"Browns Island","2022-12-05"," cod end filled with detritus; had to rinse/shake out net to remove/filter out detritus before lifting it into boat; no vegetation. missil @ 67 = dead (#8); gps 5 accuracy 3m; paired n"
"199",7182,12182,"LAMOPE08-BROW-17NOV2022","11:47","",NA,38.040992,NA,121.87373,NA,1.3,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Browns Island","2022-11-17"," gps 5; accuracy 2m. not paired. seine code 2: narrow net retrieval. cod end = 15% detritus"
"200",7140,12141,"LAMOPE08-GRIZ-29DEC2022","10:13","",NA,38.118933,NA,121.995954,NA,2.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",232.751925056618,"Grizzly Bay","2022-12-29"," gearid lam03; gps 5 accuracy 3m; paired n"
"201",6041,10299,"LAMOPE08-LIBE-05APR2022","14:16","",NA,38.248457,NA,121.68236,NA,1.6,NA,NA," 3= unknown","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Liberty Island","2022-04-05"," % cod end filled: 1-33% "
"202",7197,12197,"LAMOPE08-RYER-21NOV2022","11:38","",NA,38.083636,NA,122.010269,NA,1.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",188.011143848666,"Ryer Island","2022-11-21"," gps 5; accuracy 2m. not paired."
"203",6652,11474,"LAMOPE08-STAI-04MAY2022","11:57","",NA,38.307274,NA,121.66695,NA,3.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",332.7,"Stairsteps-Liberty Cut","2022-05-04"," gps 6 accuracy 3m"
"204",6713,11552,"LAMOPE08-WING-25MAY2022","12:48","",NA,38.223859,NA,122.041066,NA,0.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",85.7504395849216,"Wings Landing","2022-05-25"," gearid lam03; paired n; gps 6 accuracy 4m; dominant veg in net sheetalg 1-33%; not a random site; dmc230518: exopael written in datasheet but no count recorded. sheetalg = ulvspp"
"205",6417,10957,"LAMOPE08-WING-27APR2022","14:15","",NA,38.224968,NA,122.037732,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Wings Landing","2022-04-27"," gps #6 accuracy 3m"
"206",7155,12156,"LAMOPE09-ARNO-21DEC2022","12:23","",NA,38.176481,NA,121.907443,NA,2.4,NA,NA," ","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",241.188915624294,"Arnold Slough","2022-12-21"," gps 5; accuracy 2m. not paired. dominant vegetation in net: filalg"
"207",7211,12213,"LAMOPE09-ARNO-22NOV2022","13:32","",NA,38.179893,NA,121.905542,NA,1.1,NA,NA," ","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",118.217730722742,"Arnold Slough","2022-11-22"," gps 5; accuracy 2m. not paired. dominant vegetation in net: filalg. "
"208",6704,11543,"LAMOPE09-BROA-18MAY2022","11:32","",NA,38.039278,NA,121.844346,NA,2.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",280.81804009311,"Broad Slough","2022-05-18"," broa-07-2022"
"209",7110,12109,"LAMOPE09-BROW-05DEC2022","13:08","",NA,38.03873,NA,121.869551,NA,4,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Browns Island","2022-12-05"," code 2 - depth"
"210",7183,12183,"LAMOPE09-BROW-17NOV2022","12:24","",NA,38.038784,NA,121.866509,NA,3.7,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Browns Island","2022-11-17"," narrow: a lot of section is deep"
"211",7141,12142,"LAMOPE09-GRIZ-29DEC2022","10:30","",NA,38.131523,NA,122.011414,NA,2.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Grizzly Bay","2022-12-29"," no catch; gearid lam03; gps 5 accuracy 3m"
"212",6653,11475,"LAMOPE09-LIBE-04MAY2022","12:37","",NA,38.28233,NA,121.682287,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Liberty Island","2022-05-04"," gps 6 accuracy 3m; veg in net: altphi; filalg; myraqu 1-33%"
"213",7198,12198,"LAMOPE09-RYER-21NOV2022","11:55","",NA,38.083504,NA,122.007424,NA,1.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",159.12201242824,"Ryer Island","2022-11-21"," gps 5; accuracy 3m. not paired."
"214",6714,11553,"LAMOPE09-WING-25MAY2022","13:12","",NA,38.21954,NA,122.038529,NA,0.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",74.5872320897056,"Wings Landing","2022-05-25"," gearid lam03; paired n; gps 6 accuracy 3m; possible yelgob @ 16mm; 21mm; 17mm; 17mm; 20mm; 19mm; 22mm; 17mm; unid @17mm; cod end full of detritus 34-66%"
"215",6705,11544,"LAMOPE10-BROA-18MAY2022","11:50","",NA,38.048462,NA,121.847664,NA,2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",206.41862200576,"Broad Slough","2022-05-18"," gps 6 accuracy 3m; broa-06-2022; hole in net; "
"216",7184,12184,"LAMOPE10-CHIP-17NOV2022","12:57","",NA,38.055106,NA,121.932618,NA,3.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",322.75016704264,"Chipps Island","2022-11-17"," gps 5; accuracy 2m. bryozoan in net"
"217",6654,11476,"LAMOPE10-LIBE-04MAY2022","12:59","",NA,38.268552,NA,121.687758,NA,1.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",159.12201242824,"Liberty Island","2022-05-04"," gps 6 accuracy 3m; dominant veg in net filalg 1-33%; priscu 19mm & 19mm"
"218",7156,12157,"LAMOPE10-NURS-21DEC2022","12:42","",NA,38.183407,NA,121.902863,NA,3.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",295.476969974838,"Nurse-Denverton","2022-12-21"," gps 5; accuracy 3m. not paired. "
"219",7199,12199,"LAMOPE10-NURS-21NOV2022","13:03","",NA,38.184871,NA,121.928606,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Nurse-Denverton","2022-11-21"," gps 5; accuracy 2m. not paired. dominant vegetation in net: tule califo. duck foot in net"
"220",6715,11554,"LAMOPE10-PEYT-25MAY2022","14:05","",NA,38.226163,NA,122.04035,NA,2.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Peytonia-Suisun","2022-05-25"," gearid lam03; paired n; gps 6 accuracy 3m"
"221",7185,12185,"LAMOPE11-CHIP-17NOV2022","13:17","",NA,38.057572,NA,121.921706,NA,2.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",232.751925056618,"Chipps Island","2022-11-17"," gps 5; accuracy 2m. not piared. "
"222",7157,12158,"LAMOPE11-NURS-21DEC2022","12:59","",NA,38.180085,NA,121.921148,NA,1.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Nurse-Denverton","2022-12-21"," gps 5; accuracy 3m. not paired. "
"223",6716,11555,"LAMOPE11-PEYT-25MAY2022","14:24","",NA,38.220169,NA,122.031683,NA,0.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",85.7504395849216,"Peytonia-Suisun","2022-05-25"," gearid lam03; paired n; gps 6 accuracy 3m; through tules"
"224",7186,12186,"LAMOPE12-HONK-17NOV2022","13:31","",NA,38.065259,NA,121.93021,NA,2.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",232.751925056618,"Honker-Spoonbill","2022-11-17"," "
"225",7158,12159,"LAMOPE12-NURS-21DEC2022","13:15","",NA,38.195519,NA,121.912607,NA,2.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",224.14454593097,"Nurse-Denverton","2022-12-21"," gps 5; accuracy 2m. not paired. splittail caught in wing (gilled). mudcrab found on deck."
"226",7201,12201,"LAMOPE12-NURS-21NOV2022","13:35","",NA,38.197995,NA,121.920481,NA,2.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",232.751925056618,"Nurse-Denverton","2022-11-21"," gps 5; accuracy 2m. not paired."
"227",6717,11556,"LAMOPE12-PEYT-25MAY2022","14:44","",NA,38.207498,NA,122.032986,NA,0.7,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",74.5872320897056,"Peytonia-Suisun","2022-05-25"," gps 6 accuracy 3m; code 2 - deployed weird"
"228",7187,12187,"LAMOPE13-HONK-17NOV2022","13:46","",NA,38.077629,NA,121.918252,NA,2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",206.41862200576,"Honker-Spoonbill","2022-11-17"," "
"229",7202,12202,"LAMOPE13-NURS-21NOV2022","13:53","",NA,38.196199,NA,121.913549,NA,2.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",249.455517634,"Nurse-Denverton","2022-11-21"," "
"230",7188,12188,"LAMOPE14-CHIP-17NOV2022","14:07","",NA,38.070778,NA,121.913576,NA,2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",206.41862200576,"Chipps Island","2022-11-17"," gps 5; accuracy 2m. not paired. dominant vegetation in net: stupec; egeden."
"231",7189,12189,"LAMOPE15-HONK-17NOV2022","14:28","",NA,38.058263,NA,121.902571,NA,4.2,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Honker-Spoonbill","2022-11-17"," gps 5; accuracy 2m. not paired. dominant vegetation in net: egeden. code 2 too deep; orishr not 100% on id; forgot to check for gastric spine"
"232",7063,12063,"OTTTRA01-RYER-06OCT2022","08:05","08:16",10,38.080503,38.076916,122.017539,122.013923,1.6,664535,689300," 2= against flow","1. No twists; snags; or tears","",4,NA,NA,"OTTTRA",1829.9477625,"Ryer Island","2022-10-06"," seine code 1"
"233",7021,12021,"OTTTRA01-WTIB-03OCT2022","08:30","08:40",10,38.093319,38.094396,121.580124,121.587584,7.5,207168,237195," 2= against flow","1. No twists; snags; or tears","",32,NA,NA,"OTTTRA",2218.7700975,"Webb Tract Island and Berms","2022-10-03"," paired? n seine code 1"
"234",7042,12042,"OTTTRA02-HONK-05OCT2022","08:35","08:45",8.8,38.061215,38.064778,121.908448,121.910798,5.5,542272,569388," 2= against flow","1. No twists; snags; or tears","",20,NA,NA,"OTTTRA",2003.66903,"Honker-Spoonbill","2022-10-05"," 8 min 50 sec; pondweed veg (see picture)- southern naiad confirmed by shruti; seine code 1"
"235",7081,12081,"OTTTRA02-RYER-06OCT2022","08:46","08:56",10,38.08621,38.086554,122.017534,122.023846,1.8,689299,715636," 2= against flow","1. No twists; snags; or tears","",6,NA,NA,"OTTTRA",1946.1067725,"Ryer Island","2022-10-06"," pond weed same as yesterday; dominant vegetation in sample: pond weed; clam unid brought back; id lab; tag frp0004;  seine code 1"
"236",7022,12022,"OTTTRA02-WTIB-03OCT2022","09:13","09:21",8,38.093548,38.09533,121.578889,121.583804,7,237204,266303," 2= against flow","2. Partial twist; snag; or tear","",28,NA,NA,"OTTTRA",2150.1978575,"Webb Tract Island and Berms","2022-10-03"," net looked funky at end; pulled; one of the lines got clipped into the other boards line; looked good 95% of trawl - code 2; dominant vegetation in net: egeden seine code 2"
"237",7043,12043,"OTTTRA03-HONK-05OCT2022","09:12","09:22",10,38.054715,38.057705,121.894713,121.898992,5.2,569387,601440," 2= against flow","1. No twists; snags; or tears","",17,NA,NA,"OTTTRA",2368.4763025,"Honker-Spoonbill","2022-10-05"," bryozoans in sample (not magnificient); dominant vegetation in net: ulvaspp; pondweed- naiad; egeden; seine code 1"
"238",7082,12082,"OTTTRA03-RYER-06OCT2022","09:19","09:27",7,38.08181,38.081287,122.013948,122.017384,1.5,715636,733773," 2= against flow","1. No twists; snags; or tears","",6,NA,NA,"OTTTRA",1340.1882725,"Ryer Island","2022-10-06"," dominant vegetation in sample: pond weed; trawl only 7 mins because water was too shallow. seine code 1"
"239",7023,12023,"OTTTRA03-WTIB-03OCT2022","09:45","09:55",10,38.095128,38.09583,121.58287,121.585267,7.9,266302,290790," 2= against flow","1. No twists; snags; or tears","",28,NA,NA,"OTTTRA",1809.47954,"Webb Tract Island and Berms","2022-10-03"," dominant vegetation in net:egeden seine code 1"
"240",7044,12044,"OTTTRA04-CHIP-05OCT2022","09:59","10:09",10,38.061911,38.066077,121.909987,121.912391,1.8,601435,625741," 2= against flow","1. No twists; snags; or tears","",6,NA,NA,"OTTTRA",1796.031105,"Chipps Island","2022-10-05"," seine code 1"
"241",7083,12083,"OTTTRA04-GRIZ-06OCT2022","10:02","10:12",10,38.113568,38.109287,122.015692,122.01924,2,733772,760278," 2= against flow","1. No twists; snags; or tears","",8,NA,NA,"OTTTRA",1958.594605,"Grizzly Bay","2022-10-06"," seine code 1"
"242",7024,12024,"OTTTRA04-HORS-03OCT2022","11:12","11:22",10,38.10133,38.09689,121.709022,121.708784,8,290756,316481," 2= against flow","1. No twists; snags; or tears","",32,NA,NA,"OTTTRA",1900.8845625,"Horseshoe Bend","2022-10-03"," dominant vegetation in net: egeden; line out= 32 seine code 1"
"243",7045,12045,"OTTTRA05-CHIP-05OCT2022","10:34","10:43",9,38.065927,38.069101,121.912319,121.912904,1.8,625735,644936," 2= against flow","1. No twists; snags; or tears","",7,NA,NA,"OTTTRA",1418.8098925,"Chipps Island","2022-10-05"," length of trawl 6.5 m. 9 min tow; cutshort due to snag and pulled immediately; seine code 1"
"244",7084,12084,"OTTTRA05-GRIZ-06OCT2022","10:29","10:39",10,38.120666,38.119734,122.023267,122.029291,2.1,760279,783782," 2= against flow","1. No twists; snags; or tears","",8,NA,NA,"OTTTRA",1736.6954275,"Grizzly Bay","2022-10-06"," seine code 1"
"245",7025,12026,"OTTTRA05-HORS-03OCT2022","11:50","12:00",10,38.091663,38.08847,121.708881,121.709538,3.8,316532,334961," 2= against flow","1. No twists; snags; or tears","",16,NA,NA,"OTTTRA",1361.7648825,"Horseshoe Bend","2022-10-03"," seine code 1"
"246",7053,12053,"OTTTRA06-BROW-04OCT2022","10:16","10:21",5,38.037181,38.039802,121.873824,121.873689,1,413410,426150," 2= against flow","1. No twists; snags; or tears","",4,NA,NA,"OTTTRA",941.39045,"Browns Island","2022-10-04"," plant - eurasian water milfoil. seine code 1"
"247",7085,12085,"OTTTRA06-GRIZ-06OCT2022","11:02","11:12",10,38.1306,38.127857,122.003879,122.00913,1.8,783736,805492," 2= against flow","1. No twists; snags; or tears","",8,NA,NA,"OTTTRA",1607.60523,"Grizzly Bay","2022-10-06"," +1 striped bass; fell out of net; seine code 1"
"248",7046,12046,"OTTTRA06-HONK-05OCT2022","11:08","11:18",10,38.070347,38.06967,121.920342,121.92518,2.3,644934,662000," 2= against flow","1. No twists; snags; or tears","",9,NA,NA,"OTTTRA",1261.049405,"Honker-Spoonbill","2022-10-05"," dominant vegetation in net stupec; seine code 1"
"249",7054,12054,"OTTTRA07-BROW-04OCT2022","11:07","11:10",3,38.032619,38.033761,121.858735,121.856978,0.9,426147,435041," 2= against flow","1. No twists; snags; or tears","",4,NA,NA,"OTTTRA",657.199895,"Browns Island","2022-10-04"," 3 min 23 seconds; seine code 1"
"250",7086,12086,"OTTTRA07-TULE-06OCT2022","11:43","11:53",10,38.12228,38.126906,121.983208,121.98727,1.8,805492,833407," 2= against flow","1. No twists; snags; or tears","",8,NA,NA,"OTTTRA",2062.7091375,"Tule Red","2022-10-06"," dominant vegetation in sample: pond weed; seine code 1"
"251",7087,12087,"OTTTRA08-TULE-06OCT2022","12:04","12:09",5,38.127598,38.129836,121.987117,121.988825,2,833043,846768," 2= against flow","1. No twists; snags; or tears","",8,NA,NA,"OTTTRA",1014.1745625,"Tule Red","2022-10-06"," seine code 1"
"252",7055,12055,"OTTTRA08-WINT-04OCT2022","11:37","11:43",6,38.032994,38.030963,121.843398,121.84218,2,435042,447588," 2= against flow","2. Partial twist; snag; or tear","",4,NA,NA,"OTTTRA",927.055305,"Winter Island","2022-10-04"," not enough rope out off the bottom portion of the trawl; peat in cod end; no live veg; seine code 2"
"253",7088,12088,"OTTTRA09-TULE-06OCT2022","12:20","12:30",10,38.130337,38.133976,121.989188,121.993852,2,846768,875578," 2= against flow","1. No twists; snags; or tears","",8,NA,NA,"OTTTRA",2128.842925,"Tule Red","2022-10-06"," seine code 1"
"254",7056,12056,"OTTTRA09-WINT-04OCT2022","12:14","12:24",10,38.039349,38.045171,121.845092,121.847013,2.3,447618,475969," 2= against flow","1. No twists; snags; or tears","",9,NA,NA,"OTTTRA",2094.9262675,"Winter Island","2022-10-04"," seine code 1"
"255",7058,12058,"OTTTRA11-BROA-04OCT2022","14:00","14:05",5,38.047563,38.050967,121.847187,121.84833,4.5,489637,503015," 2= against flow","1. No twists; snags; or tears","",17,NA,NA,"OTTTRA",988.533865,"Broad Slough","2022-10-04"," dominant vegetation in net: cerdem; seine code 1"
"256",7059,12059,"OTTTRA12-BROA-04OCT2022","14:23","14:28",5,38.043286,38.046602,121.845799,121.846792,4.2,503016,516216," 2= against flow","1. No twists; snags; or tears","",17,NA,NA,"OTTTRA",975.381,"Broad Slough","2022-10-04"," seine code 1"
